iata;type;name;coordinates;timezone;parent_name;City
YQZ;city;Quesnel;52.981621:-122.493202;America/Montreal;Canada;Quesnel
YWP;city;Webequie;52.984529:-87.359534;America/Toronto;Canada;Webequie
KEW;city;Keewaywin;52.99:-92.84;America/St_Johns;Canada;Keewaywin
XPP;city;Poplar River;52.99621:-97.273374;America/Toronto;Canada;Poplar River
YNC;city;Wemindji;52.998485:-78.8092999;America/Montreal;Canada;Wemindji
KIF;city;Kingfisher Lake;53.0484391:-89.8168128;America/Winnipeg;Canada;Kingfisher Lake
INQ;city;Inisheer;53.0580556:-9.5275;Europe/Dublin;Ireland;Inisheer
ZSJ;city;Sandy Lake;53.06:-93.34;America/St_Johns;Canada;Sandy Lake
PKC;city;Petropavlovsk-Kamchats;53.0615616:158.6224821;Asia/Kamchatka;Russia;Petropavlovsk-Kamchats
BRE;city;Bremen;53.074981:8.807081;Europe/Berlin;Germany;Bremen
IIA;city;Galloway;53.09:-9.57;Europe/London;Ireland;Galloway
ZQS;city;Queen Charlotte Island;53.0907433:-131.8333494;+8.0;Canada;Queen Charlotte Island
BZG;city;Bydgoszcz;53.1234804:18.0084378;Europe/Warsaw;Poland;Bydgoszcz
IOR;city;Inishmore;53.1288715:-9.7196641;Europe/Dublin;Ireland;Inishmore
XLW;city;Lemwerder;53.160248:8.6111;Europe/Berlin;Germany;Lemwerder
CEG;city;Chester;53.1914576:-2.8950072;Europe/London;United Kingdom;Chester
YNI;city;Nitchequon;53.1947741:-70.9107141;America/Montreal;Canada;Nitchequon
YPA;city;Prince Albert;53.200113:-105.742478;America/Swift_Current;Canada;Prince Albert
PEZ;city;Penza;53.2009314:45.0104217;Europe/Moscow;Russia;Penza
KUF;city;Samara;53.20216:50.1596184;Europe/Samara;Russia;Samara
LWR;city;Leeuwarden;53.2036102:5.8007953;Europe/Amsterdam;Netherlands;Leeuwarden
KSN;city;Kostanay;53.21:63.55;Asia/Qyzylorda;Kazakhstan;Kostanay
GRQ;city;Groningen;53.2193835:6.5665018;Europe/Amsterdam;Netherlands;Groningen
YDC;city;Drayton Valley;53.220383:-114.976301;America/Edmonton;Canada;Drayton Valley
UNS;city;Umnak Island;53.2238889:-168.4319444;;United States;Umnak Island
YZP;city;Sandspit;53.243025:-131.820879;America/Vancouver;Canada;Sandspit
NNR;city;Spiddal;53.2442326:-9.307606;Europe/Dublin;Ireland;Spiddal
YAX;city;Angling Lake;53.25:-89.57;America/Winnipeg;Canada;Angling Lake
KOV;city;Kokshetau;53.273781:69.402702;Asia/Qyzylorda;Kazakhstan;Kokshetau
GWY;city;Galway;53.2737969:-9.0517799;Europe/Dublin;Ireland;Galway
YLL;city;Lloydminster;53.2789206:-110.0394086;America/Dawson_Creek;Canada;Lloydminster
BZK;city;Briansk;53.3106613:34.3003695;Europe/Moscow;Russia;Briansk
YJP;city;Jasper-hinton;53.32:-117.75;America/Kentucky/Monticello;Canada;Jasper-hinton
YYR;city;Happy Valley-Goose Bay;53.32:-60.43;America/St_Johns;Canada;Happy Valley-Goose Bay
REB;city;Rechlin;53.3349908:12.7259254;Europe/Berlin;Germany;Rechlin
DUB;city;Dublin;53.344104:-6.2674937;Europe/Dublin;Ireland;Dublin
YVG;city;Vermilion;53.3541667:-110.8527778;America/Winnipeg;Canada;Vermilion
BAX;city;Barnaul;53.3563385:83.7616499;Asia/Omsk;Russia;Barnaul
EME;city;Emden;53.3642941:7.201276;Europe/Berlin;Germany;Emden
SZD;city;Sheffield;53.3830548:-1.4647953;Europe/London;United Kingdom;Sheffield
MSA;city;Muskrat Dam;53.386598:-91.812052;America/Winnipeg;Canada;Muskrat Dam
KCN;city;Chernofski;53.4:-167.55;America/Nome;United States;Chernofski
LPL;city;Liverpool;53.4107766:-2.9778383;Europe/London;United Kingdom;Liverpool
YDE;city;Paradise River;53.4166669:-57.233333;America/St_Johns;Canada;Paradise River
YTB;city;Hartley Bay;53.423919:-129.25351;America/Toronto;Canada;Hartley Bay
SZZ;city;Szczecin;53.4285438:14.5528116;Europe/Warsaw;Poland;Szczecin
BUT;city;Burtonwood;53.4304501:-2.6531137;Europe/London;United Kingdom;Burtonwood
GDG;city;Magdagachi;53.4570693:125.8130875;Asia/Yakutsk;Russia;Magdagachi
MQF;city;Magnitogorsk;53.4593201:59.0825806;Asia/Yekaterinburg;Russia;Magnitogorsk
YBI;city;Black Tickle;53.469444:-55.785;America/St_Johns;Canada;Black Tickle
SZY;city;Szymany;53.48:20.94;Europe/Warsaw;Poland;Szymany
MAN;city;Manchester;53.4807125:-2.2343765;Europe/London;United Kingdom;Manchester
WVN;city;Wilhelmshaven;53.517063:8.119749;Europe/Berlin;Germany;Wilhelmshaven
OHH;city;Okha;53.517778:142.880092;Asia/Sakhalin;Russia;Okha
DSA;city;Doncaster;53.5230412:-1.1337622;;United Kingdom;Doncaster
XKS;city;Kasabonika;53.530833:-88.607778;America/Winnipeg;Canada;Kasabonika
ZUM;city;Churchill Falls;53.5317269:-64.006395;America/Goose_Bay;Canada;Churchill Falls
BRV;city;Bremerhaven;53.5419399:8.5780378;Europe/Berlin;Germany;Bremerhaven
YEA;city;Edmonton;53.548:-113.49;America/Edmonton;Canada;Edmonton
HAM;city;Hamburg;53.553813:9.991586;Europe/Berlin;Germany;Hamburg
XKO;city;Kemano;53.560594:-127.939773;America/Vancouver;Canada;Kemano
GSY;city;Grimsby;53.565444:-0.0751875;Europe/London;United Kingdom;Grimsby
YAR;city;Lagrande 3;53.566667:-76.196389;America/Atikokan;Canada;Lagrande 3
BMK;city;Borkum;53.580919:6.691504;Europe/Berlin;Germany;Borkum
HUY;city;Humberside;53.5833092:-0.3492458;Europe/London;United Kingdom;Humberside
YET;city;Edson;53.5835:-116.434502;America/Edmonton;Canada;Edson
NOD;city;Norden;53.5949876:7.202477;Europe/Berlin;Germany;Norden
SZW;city;Schwerin;53.625743:11.416893;Europe/Berlin;Germany;Schwerin
YGL;city;La Grande;53.63:-77.7;America/Guadeloupe;Canada;La Grande
NOE;city;Norddeich;53.63:7.18;Europe/Berlin;Germany;Norddeich
GNA;city;Grodna;53.6666667:23.8333333;Europe/Minsk;Belarus;Grodna
JUI;city;Juist;53.6739671:6.9487;Europe/Berlin;Germany;Juist
YRF;city;Cartwright;53.68:-57.03;America/Toronto;Canada;Cartwright
NRD;city;Norderney;53.6999309:7.1597369;Europe/Berlin;Germany;Norderney
YAD;city;Moose Lake;53.7:-100.33;America/St_Johns;Canada;Moose Lake
BMR;city;Baltrum Island;53.7288055:7.3966432;Europe/Berlin;Germany;Baltrum Island
ABA;city;Abakan;53.7291718:91.4611893;Asia/Krasnoyarsk;Russia;Abakan
NOZ;city;Novokuznetsk;53.7407495:87.1134872;Asia/Novokuznetsk;Russia;Novokuznetsk
XBE;city;Bearskin Lake;53.7439294:-91.6959;America/Halifax;Canada;Bearskin Lake
LGO;city;Langeoog;53.7458922:7.4808418;Europe/Berlin;Germany;Langeoog
YAH;city;Lagrande 4;53.75:-73.68;America/Atikokan;Canada;Lagrande 4
YTL;city;Big Trout;53.7585877:-90.0763901;America/Swift_Current;Canada;Big Trout
NDZ;city;Nordholz-Spieka;53.77:8.66;Europe/Berlin;Germany;Nordholz-Spieka
YKU;city;Chisasibi;53.773609:-78.893467;America/Montreal;Canada;Chisasibi
AGE;city;Wangerooge;53.78812:7.9004975;Europe/Berlin;Germany;Wangerooge
NOC;city;Knock;53.7941069:-8.919802;Europe/Dublin;Ireland;Knock
YKK;city;Kitkatla;53.79448:-130.433219;America/Vancouver;Canada;Kitkatla
ZPB;city;Sachigo Lake;53.7946787:-92.0917812;America/Winnipeg;Canada;Sachigo Lake
BRF;city;Bradford;53.795:-1.75;Europe/London;United Kingdom;Bradford
BLK;city;Blackpool;53.814165:-3.0535135;Europe/London;United Kingdom;Blackpool
BVD;city;Beaver Inlet;53.8357477:-166.2965576;America/Nome;United States;Beaver Inlet
LBA;city;Leeds;53.8371263:-1.4722292;Europe/London;United Kingdom;Leeds
YST;city;Ste Therese Point;53.85:-94.85;America/Swift_Current;Canada;Ste Therese Point
CLB;city;Castlebar;53.8541584:-9.3017379;Europe/Dublin;Ireland;Castlebar
YIV;city;Island Lake;53.86:-94.65;America/Swift_Current;Canada;Island Lake
FCN;city;Cuxhaven;53.861701:8.694068;+0.0;Germany;Cuxhaven
LBC;city;LÌ_beck;53.869563:10.687579;;Germany;LÌ_beck
YGC;city;Grande Cache;53.8747222:-119.1225;America/Edmonton;Canada;Grande Cache
DUT;city;Dutch Harbor;53.8844382:-166.5332434;America/New_York;United States;Dutch Harbor
MSQ;city;Minsk;53.9:27.5666667;Europe/Minsk;Belarus;Minsk
MVQ;city;Mogilev;53.9:30.3333333;Europe/Minsk;Belarus;Mogilev
YXS;city;Prince George;53.91848:-122.776584;America/Vancouver;Canada;Prince George
RLG;city;Rostock-laage;53.92:12.28;Europe/Stockholm;Germany;Rostock-laage
HDF;city;Heringsdorf;53.9570857:14.1670039;Europe/Berlin;Germany;Heringsdorf
BCX;city;Beloreck;53.9672012:58.4166108;Asia/Yekaterinburg;Russia;Beloreck
YQD;city;The Pas;53.97:-101.09;America/Winnipeg;Canada;The Pas
YNE;city;Norway House;53.982065:-97.832932;America/Winnipeg;Canada;Norway House
ZSP;city;St Paul;53.988022:-111.291702;+4.0;Canada;St Paul
HRT;city;Harrogate;53.990615:-1.5391117;Europe/London;United Kingdom;Harrogate
ZMT;city;Masset;54.014779:-132.13481;America/Vancouver;Canada;Masset
EUM;city;Neumuenster;54.0741:9.98458;Europe/Berlin;Germany;Neumuenster
BWF;city;Barrow-In-Furness;54.1172049:-3.2256888;America/Paramaribo;United Kingdom;Barrow-In-Furness
YLJ;city;Meadow Lake;54.1241667:-108.4358333;America/Halifax;Canada;Meadow Lake
KQA;city;Akutan;54.1355556:-165.7730556;America/Nome;United States;Akutan
PEF;city;Peenemuende;54.1359108:13.7733482;Europe/Berlin;Germany;Peenemuende
YZU;city;Whitecourt;54.1379:-115.676799;America/Edmonton;Canada;Whitecourt
YRS;city;Red Sucker Lake;54.1463512:-93.7532664;America/Toronto;Canada;Red Sucker Lake
HEI;city;Heide-Buesum;54.16:8.9;Europe/Berlin;Germany;Heide-Buesum
YRG;city;Rigolet;54.179159:-58.429221;America/Goose_Bay;Canada;Rigolet
HGL;city;Helgoland;54.1802118:7.8890214;Europe/Berlin;Germany;Helgoland
SKX;city;Saransk;54.1813811:45.1756899;Europe/Moscow;Russia;Saransk
YLF;city;LaForges;54.183333:-72.483333;America/Atikokan;Canada;LaForges
OSZ;city;Koszalin;54.1943219:16.1714908;Europe/Warsaw;Poland;Koszalin
TYA;city;Tula;54.1966781:37.6178285;Europe/Moscow;Russia;Tula
BLY;city;Belmullet;54.2246858:-9.9910021;Europe/Dublin;Ireland;Belmullet
LHB;city;Lost Harbor;54.2259528:-165.6080944;America/Nome;United States;Lost Harbor
YLA;city;Langara;54.233333:-133.0;America/Santiago;Canada;Langara
IOM;city;Isle Of Man;54.2386803:-4.5619959;Europe/Isle_of_Man;United Kingdom;Isle Of Man
YBY;city;Bonnyville;54.2666667:-110.75;America/Dawson_Creek;Canada;Bonnyville
SXL;city;Sligo;54.2706069:-8.4715279;Europe/Dublin;Ireland;Sligo
IUM;city;Summit Lake;54.28:-122.63;America/Halifax;Canada;Summit Lake
YTI;city;Triple Island;54.3:-130.88;Asia/Manila;Canada;Triple Island
YPR;city;Prince Rupert;54.306145:-130.310882;America/Edmonton;Canada;Prince Rupert
PSH;city;St Peter;54.31:8.69;Europe/Moscow;Germany;St Peter
ULV;city;Ulyanovsk;54.312422232222:48.39562501;Europe/Moscow;Russia;Ulyanovsk
ULY;city;Ulyanovsk;54.3214798:48.3856504;Europe/Volgograd;Russia;Ulyanovsk
KEL;city;Kiel;54.322684:10.13586;Europe/Berlin;Germany;Kiel
GDN;city;Gdansk;54.3520252:18.6466384;Europe/Warsaw;Poland;Gdansk
ENK;city;Enniskillen;54.3596432:-7.6559048;Europe/London;United Kingdom;Enniskillen
BBH;city;Barth;54.3630771:12.7249198;Europe/Berlin;Germany;Barth
GTI;city;Guettin;54.3859631:13.3099824;Europe/Berlin;Germany;Guettin
URD;city;Burg Feuerstein;54.43:11.2;Europe/Berlin;Germany;Burg Feuerstein
WBG;city;Schleswig-jagel;54.46:9.52;Europe/Berlin;Germany;Schleswig-jagel
OSP;city;Slupsk;54.464148:17.0284824;Europe/Warsaw;Poland;Slupsk
YOD;city;Cold Lake;54.4641667:-110.1825;America/Toronto;Canada;Cold Lake
OKT;city;Oktiabrskij;54.4850504:53.4554215;Europe/Kaliningrad;Russia;Oktiabrskij
MME;city;Teesside;54.51:-1.43;Europe/London;United Kingdom;Teesside
KLF;city;Kaluga;54.514679:36.2714195;Europe/Moscow;Russia;Kaluga
YXT;city;Terrace;54.5164722:-128.5997222;America/Dawson;Canada;Terrace
ZJG;city;Jenpeg;54.525631:-98.037083;America/Winnipeg;Canada;Jenpeg
UUA;city;Bugulma;54.5366095:52.7976303;Europe/Moscow;Russia;Bugulma
YPI;city;Port Simpson;54.55:-130.42;America/Vancouver;Canada;Port Simpson
YFG;city;Fontanges;54.55:-71.17;Europe/Paris;Canada;Fontanges
YGO;city;Gods Narrows;54.557492:-94.488131;America/Swift_Current;Canada;Gods Narrows
BFS;city;Belfast;54.5972686:-5.9301088;Europe/London;United Kingdom;Belfast
YCR;city;Cross Lake;54.61:-97.76;America/Goose_Bay;Canada;Cross Lake
RZN;city;Ryazan;54.6246605:39.7385714;Europe/Moscow;Russia;Ryazan
VNO;city;Vilnius;54.6893865:25.2800243;Europe/Vilnius;Lithuania;Vilnius
OHR;city;Wyk Auf Foehr;54.6911306:8.5671685;Europe/Berlin;Germany;Wyk Auf Foehr
MRW;city;Maribo;54.7:11.44;Europe/Copenhagen;Denmark;Maribo
KGD;city;Kaliningrad;54.7:20.5;Europe/Kaliningrad;Russia;Kaliningrad
UFA;city;Ufa;54.7355004:55.9919816;Asia/Yekaterinburg;Russia;Ufa
YFO;city;Flin Flon;54.768977:-101.849544;America/Winnipeg;Canada;Flin Flon
YLB;city;Lac Biche;54.77:-112.03;America/Montreal;Canada;Lac Biche
FLF;city;Flensburg;54.780395:9.435707;Europe/Berlin;Germany;Flensburg
LNX;city;Smolensk;54.7811013:32.0488892;Europe/Moscow;Russia;Smolensk
YYD;city;Smithers;54.7819444:-127.1680556;America/Vancouver;Canada;Smithers
YKL;city;Schefferville;54.820572:-66.825422;America/Montreal;Canada;Schefferville
ZGI;city;Gods River;54.838142:-94.056434;America/Winnipeg;Canada;Gods River
KFP;city;False Pass;54.8508333:-163.415;America/Anchorage;United States;False Pass
PPK;city;Petropavlovsk;54.872959:69.137169;Asia/Qyzylorda;Kazakhstan;Petropavlovsk
CAX;city;Carlisle;54.8951211:-2.9335682;Europe/London;United Kingdom;Carlisle
KUN;city;Kaunas;54.8968721:23.8924264;Europe/Vilnius;Lithuania;Kaunas
LIJ;city;Long Island;54.9:-132.75;America/Indiana/Knox;United States;Long Island
GWT;city;Westerland;54.907506:8.306521;Europe/Berlin;Germany;Westerland
YSO;city;Postville;54.908564:-59.770497;America/Goose_Bay;Canada;Postville
SGD;city;Sonderborg;54.913811:9.792178;Europe/Copenhagen;Denmark;Sonderborg
LTR;city;Letterkenny;54.9490373:-7.7342166;Europe/Dublin;Ireland;Letterkenny
YOH;city;Oxford House;54.949983:-95.265749;America/Winnipeg;Canada;Oxford House
OMS;city;Omsk;54.9709016:73.3937532;Asia/Omsk;Russia;Omsk
YPO;city;Peawanuck;54.9938942:-85.4277409;America/Toronto;Canada;Peawanuck
LDY;city;Derry;54.9945099:-7.3199955;Europe/London;United Kingdom;Derry
YKE;city;Knee Lake;55.0135124:-94.7093553;America/Toronto;Canada;Knee Lake
OVB;city;Novosibirsk;55.0392304:82.9278181;Asia/Novosibirsk;Russia;Novosibirsk
NCL;city;Newcastle;55.04:-1.69;Europe/London;United Kingdom;Newcastle
CFN;city;Carrickfinn;55.0429576:-8.3379876;Europe/Dublin;Ireland;Carrickfinn
BOL;city;Ballykelly;55.0436167:-7.0239272;Europe/London;United Kingdom;Ballykelly
KVC;city;King Cove;55.0616667:-162.3102778;America/Indiana/Knox;United States;King Cove
NIE;city;Niblack;55.07:-132.15;America/Juneau;United States;Niblack
YMN;city;Makkovik;55.08:-59.19;America/Goose_Bay;Canada;Makkovik
RNN;city;RÌünne;55.101017:14.708329;Europe/Copenhagen;Denmark;RÌünne
YVC;city;La Ronge;55.10823:-105.285989;America/Regina;Canada;La Ronge
TUX;city;Tumbler Ridge;55.125795:-120.993154;America/Dawson_Creek;Canada;Tumbler Ridge
MTM;city;Metlakatla;55.1291667:-131.5722222;America/Juneau;United States;Metlakatla
DLO;city;Dolomi;55.13:-132.05;America/Juneau;United States;Dolomi
PRF;city;Port Johnson;55.133333:-132.051389;America/New_York;United States;Port Johnson
ANN;city;Annette Island;55.1465969:-131.4235601;America/Juneau;United States;Annette Island
TYD;city;Tynda;55.1498794:124.7224732;Asia/Yakutsk;Russia;Tynda
CEK;city;Chelyabinsk;55.1598893:61.4025803;Asia/Yekaterinburg;Russia;Chelyabinsk
YQU;city;Grande Prairie;55.169932:-118.797932;America/Edmonton;Canada;Grande Prairie
VTB;city;Vitebsk;55.1944359:30.1953792;Europe/Minsk;Belarus;Vitebsk
CDB;city;Cold Bay;55.204498:-162.7183867;America/Anchorage;United States;Cold Bay
HYG;city;Hydaburg;55.2080556:-132.8266667;America/Juneau;United States;Hydaburg
DOF;city;Dora Bay;55.21:-132.27;America/Juneau;United States;Dora Bay
CIV;city;Chomley;55.216667:-132.216667;America/Nome;United States;Chomley
SKS;city;Vojens;55.23:9.26;Europe/Copenhagen;Denmark;Vojens
YWN;city;Winisk;55.266667:-85.2;America/Toronto;Canada;Winisk
YGW;city;Kuujjuarapik;55.275:-77.7583333;America/Montreal;Canada;Kuujjuarapik
YZH;city;Slave Lake;55.279209:-114.767899;America/Toronto;Canada;Slave Lake
KWF;city;Waterfall;55.2963227:-133.2433358;America/New_York;United States;Waterfall
SDP;city;Sand Point;55.3397222:-160.4972222;America/New_York;United States;Sand Point
KTN;city;Ketchikan;55.3422222:-131.6461111;America/Juneau;United States;Ketchikan
POQ;city;Polk Inlet;55.347352:-132.501035;America/Juneau;United States;Polk Inlet
KEJ;city;Kemerovo;55.3712387:86.0524371;Asia/Novokuznetsk;Russia;Kemerovo
CBZ;city;Cabin Creek;55.383333:-132.416667;America/Indiana/Knox;United States;Cabin Creek
ODE;city;Odense;55.403756:10.40237;Europe/Copenhagen;Denmark;Odense
CAL;city;Campbeltown;55.4234779:-5.6061851;Europe/London;United Kingdom;Campbeltown
ZHP;city;High Prairie;55.4325:-116.4861111;+7.0;Canada;High Prairie
SCJ;city;Smith Cove;55.44:-132.34;America/Kentucky/Monticello;United States;Smith Cove
GQJ;city;Machrihanish;55.44:-5.69;Europe/London;United Kingdom;Machrihanish
WDB;city;Deep Bay;55.45:-131.78;America/New_York;United States;Deep Bay
KRO;city;Kurgan;55.4536895:65.3423232;Asia/Yekaterinburg;Russia;Kurgan
YHO;city;Hopedale;55.457954:-60.211485;America/Goose_Bay;Canada;Hopedale
HCB;city;Shoal Cove;55.46:-131.28;America/Juneau;United States;Shoal Cove
CGA;city;Craig;55.4763889:-133.1483333;America/Indiana/Indianapolis;United States;Craig
EBJ;city;Esbjerg;55.476466:8.459405;Europe/Copenhagen;Denmark;Esbjerg
ZAA;city;Alice Arm;55.482822:-129.489969;+8.0;Canada;Alice Arm
HYL;city;Hollis;55.4844444:-132.7158333;America/Chicago;United States;Hollis
PIK;city;Prestwick;55.505808:-4.6056696;;United Kingdom;Prestwick
WSB;city;Steamboat Bay;55.53:-133.64;America/North_Dakota/Center;United States;Steamboat Bay
KXA;city;Kasaan;55.5388889:-132.4008332;America/Juneau;United States;Kasaan
KLW;city;Klawock;55.5522222:-133.0958333;America/Juneau;United States;Klawock
WLR;city;Loring;55.598579:-131.642181;America/Chicago;United States;Loring
MMA;city;Malmo;55.61:13.004;Europe/Stockholm;Sweden;Malmo
KTB;city;Thorne Bay;55.6877778:-132.5222221;America/Juneau;United States;Thorne Bay
CPH;city;Copenhagen;55.693403:12.583046;Europe/Copenhagen;Denmark;Copenhagen
YCQ;city;Chetwynd;55.697588:-121.629633;America/Toronto;Canada;Chetwynd
RTE;city;Marguerite Bay;55.7:-131.633333;America/Nome;United States;Marguerite Bay
VEJ;city;Vejle;55.708698:9.534657;Europe/Copenhagen;Denmark;Vejle
PLQ;city;Klaipeda;55.7108026:21.1318065;Europe/Vilnius;Lithuania;Klaipeda
NBC;city;Naberevnye Chelny;55.72:52.41;Europe/Moscow;Russia;Naberevnye Chelny
ILY;city;Islay;55.7362535:-6.177067;Europe/London;United Kingdom;Islay
YOE;city;Falher;55.736669:-117.202114;America/Edmonton;Canada;Falher
PNV;city;Panevezys;55.7374357:24.3703332;Europe/Vilnius;Lithuania;Panevezys
BLL;city;Billund;55.74:9.15;Europe/Copenhagen;Denmark;Billund
WMK;city;Meyers Chuck;55.7408333:-132.2563889;America/Juneau;United States;Meyers Chuck
YTH;city;Thompson;55.746313:-97.850131;America/Toronto;Canada;Thompson
YDQ;city;Dawson Creek;55.754211:-120.2341;America/Toronto;Canada;Dawson Creek
MOW;city;Moscow;55.755786:37.617633;Europe/Moscow;Russia;Moscow
YGS;city;Germansen;55.77:-124.7;America/Dawson;Canada;Germansen
FIC;city;Fire Cove;55.78:-131.54;America/Juneau;United States;Fire Cove
PTC;city;Port Alice;55.78:-133.59;America/Juneau;United States;Port Alice
KZN;city;Kazan;55.796538:49.1082;Europe/Moscow;Russia;Kazan
HED;city;Herendeen;55.8:-160.9;America/Nome;United States;Herendeen
NKI;city;Naukiti;55.85:-133.18;America/Nome;United States;Naukiti
WNC;city;Tuxekan Island;55.85:-133.23;America/Nome;United States;Tuxekan Island
NKV;city;Nichen Cove;55.85:-133.23;America/Nome;United States;Nichen Cove
YVT;city;Buffalo Narrows;55.854:-108.484;America/Regina;Canada;Buffalo Narrows
ZTM;city;Shamattawa;55.86172:-92.098404;America/Winnipeg;Canada;Shamattawa
YDI;city;Davis Inlet;55.86524:-60.849828;America/Montreal;Canada;Davis Inlet
GLA;city;Glasgow;55.8656274:-4.2572227;Europe/London;United Kingdom;Glasgow
WLN;city;Little Naukati;55.87:-133.22;America/Nome;United States;Little Naukati
KIB;city;Ivanof Bay;55.9111111:-159.4891667;America/Anchorage;United States;Ivanof Bay
KPV;city;Perryville;55.9127778:-159.1455556;America/Chicago;United States;Perryville
YNP;city;Natuashish;55.91389:-61.184444;;Canada;Natuashish
WHD;city;Hyder;55.9177254:-130.02768;America/Phoenix;United States;Hyder
WYB;city;Yes Bay;55.92:-131.8;America/Juneau;United States;Yes Bay
ZST;city;Stewart;55.93:-129.98;America/Toronto;Canada;Stewart
KBE;city;Bell Island;55.93:-131.57;America/Indiana/Knox;United States;Bell Island
SQQ;city;Siauliai;55.9320758:23.3142194;Europe/Vilnius;Lithuania;Siauliai
TKI;city;Tokeen;55.94:-133.33;America/Chicago;United States;Tokeen
DGP;city;Daugavpils;55.94:26.67;Europe/Riga;Latvia;Daugavpils
EDA;city;Edna Bay;55.9488889:-133.6622222;America/Juneau;United States;Edna Bay
EDI;city;Edinburgh;55.9501755:-3.1875359;Europe/London;United Kingdom;Edinburgh
CZP;city;Cape Pole;55.97:-133.8;America/Juneau;United States;Cape Pole
YER;city;Fort Severn;55.987088:-87.638773;America/Toronto;Canada;Fort Severn
STA;city;Skjern;55.99:8.35;Europe/Copenhagen;Denmark;Skjern
CDE;city;Caledonia;56.0:-134.14;Pacific/Noumea;Panama;Caledonia
KJA;city;Krasnojarsk;56.0012512:92.8855896;Asia/Krasnoyarsk;Russia;Krasnojarsk
NLG;city;Nelson Lagoon;56.0019444:-161.2027778;America/Anchorage;United States;Nelson Lagoon
KCC;city;Coffman Cove;56.0138889:-132.8277778;America/Chicago;United States;Coffman Cove
KID;city;Kristianstad;56.0312204:14.1549156;Europe/Stockholm;Sweden;Kristianstad
KES;city;Kelsey;56.04:-96.51;America/Toronto;Canada;Kelsey
CSA;city;Isle Of Colonsay;56.0600637:-6.2173956;Europe/London;United Kingdom;Isle Of Colonsay
NEF;city;Neftekamsk;56.0917282:54.2616615;Asia/Yekaterinburg;Russia;Neftekamsk
ZAC;city;York Landing;56.092792:-96.103292;+6.0;Canada;York Landing
WWP;city;Whale Pass;56.106603:-133.177925;America/Juneau;United States;Whale Pass
CSY;city;Cheboksary;56.1374511:47.2440299;Europe/Moscow;Russia;Cheboksary
ZBU;city;Aarhus Limo;56.162939:10.203921;+0.0;Denmark;Aarhus Limo
AAR;city;Aarhus;56.162939:10.203921;Europe/Copenhagen;Denmark;Aarhus
BTK;city;Bratsk;56.1696588:101.5916368;Asia/Irkutsk;Russia;Bratsk
AIB;city;Anita Bay;56.2012215:-132.433335;America/Juneau;United States;Anita Bay
LRQ;city;Laurie River;56.22482:-101.0064529;America/Winnipeg;Canada;Laurie River
YPE;city;Peace River;56.230976:-117.288829;America/Edmonton;Canada;Peace River
